data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage,cbmaker,combos,sfiha,kit1,kit2,snack,pastas,dishes,promotion,savory,salads,range,dessert1,desserte,pizzas1,pizzase,beverage1,beveragee,cbmaker1,cbmakere,combos1,combose,sfiha1,sfihae,kit11,kit1e,kit21,kit2e,snack1,snacke,pastas1,pastase,dishes1,dishese,promotion1,promotione,savory1,savorye,salads1,saladse
"13/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,68321.00,0.00,26.80,19.00,23.08,64.75,2.40,"SAT",3,3,3062.00,407.00,2083.00,0.00,2080.00,43783.00,33.00,3.00,1891.00,589.00,229.00,0.00,14120.00,41.00,"Range-21",3782,-0.2351,393,0.0344,2225,-0.0682,18,0.0000,5181,0.0000,35410,0.19,43,0.0000,6,0.0000,1596,0.1560,537,0.0883,503,-1.1965,0,0.0000,12715,0.0995,34,0.1707
"12/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57792.00,14.80,24.40,19.30,22.22,75.00,0.50,"FRI",3,3,3311.00,398.00,1924.00,0.00,1722.00,35623.00,32.00,4.00,1762.00,529.00,201.00,0.00,12237.00,49.00,"Range-23",3782,-0.1423,393,0.0126,2225,-0.1564,18,0.0000,5181,0.0000,35410,0.01,43,0.0000,6,0.0000,1596,0.0942,537,-0.0151,503,-1.5025,0,0.0000,12715,-0.0391,34,0.3061
"05/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,51493.00,0.00,29.40,17.50,22.84,72.25,10.40,"FRI",3,3,2725.00,370.00,1710.00,0.00,1793.00,31793.00,28.00,2.00,1637.00,407.00,203.00,0.00,10791.00,34.00,"Range-18",3782,-0.3879,393,-0.0622,2225,-0.3012,18,0.0000,5181,0.0000,35410,-0.11,43,0.0000,6,0.0000,1596,0.0250,537,-0.3194,503,-1.4778,0,0.0000,12715,-0.1783,34,0.0000
"06/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62420.00,0.00,27.90,19.90,22.42,76.75,1.90,"SAT",3,3,3051.00,447.00,1969.00,0.00,2149.00,38770.00,14.00,2.00,1757.00,540.00,251.00,0.00,13426.00,44.00,"Range-21",3782,-0.2396,393,0.1208,2225,-0.1300,18,0.0000,5181,0.0000,35410,0.09,43,0.0000,6,0.0000,1596,0.0916,537,0.0056,503,-1.0040,0,0.0000,12715,0.0530,34,0.2273
"19/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,63317.00,12.00,28.80,21.00,23.56,83.00,0.30,"FRI",3,3,3372.00,389.00,2184.00,0.00,1946.00,39528.00,21.00,2.00,1880.00,576.00,404.00,0.00,12973.00,42.00,"Range-23",3782,-0.1216,393,-0.0103,2225,-0.0188,18,0.0000,5181,0.0000,35410,0.10,43,0.0000,6,0.0000,1596,0.1511,537,0.0677,503,-0.2450,0,0.0000,12715,0.0199,34,0.1905
"20/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,72647.00,2.00,29.00,20.20,22.72,90.00,2.00,"SAT",3,3,3251.00,531.00,2303.00,0.00,2196.00,45266.00,20.00,1.00,2108.00,640.00,569.00,0.00,15705.00,57.00,"Range-22",3782,-0.1633,393,0.2599,2225,0.0339,18,0.0000,5181,0.0000,35410,0.22,43,0.0000,6,0.0000,1596,0.2429,537,0.1609,503,0.1160,0,0.0000,12715,0.1904,34,0.4035
"26/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,51765.00,0.00,24.80,19.80,21.88,85.00,1.20,"FRI",3,3,3048.00,349.00,1904.00,0.00,2799.00,29128.00,37.00,5.00,1626.00,521.00,620.00,0.00,11692.00,36.00,"Range-20",3782,-0.2408,393,-0.1261,2225,-0.1686,18,0.0000,5181,0.0000,35410,-0.22,43,0.0000,6,0.0000,1596,0.0185,537,-0.0307,503,0.1887,0,0.0000,12715,-0.0875,34,0.0556
"27/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57982.00,0.30,25.10,18.50,21.12,85.00,1.00,"SAT",3,3,3005.00,386.00,1950.00,0.00,3126.00,32931.00,42.00,2.00,1610.00,590.00,683.00,0.00,13614.00,43.00,"Range-20",3782,-0.2586,393,-0.0181,2225,-0.1410,18,0.0000,5181,0.0000,35410,-0.08,43,0.0000,6,0.0000,1596,0.0087,537,0.0898,503,0.2635,0,0.0000,12715,0.0660,34,0.2093
"01/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,50955.00,0.00,25.10,15.20,19.86,49.25,8.50,"FRI",3,3,4080.00,395.00,2065.00,31.00,6067.00,24399.00,37.00,5.00,1287.00,564.00,559.00,0.00,11435.00,31.00,"Range-29",3782,0.0730,393,0.0051,2225,-0.0775,18,0.0000,5181,0.0000,35410,-0.45,43,0.0000,6,0.0000,1596,-0.2401,537,0.0479,503,0.1002,0,0.0000,12715,-0.1119,34,-0.0968
"02/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57949.00,0.00,25.30,16.30,21.36,57.75,1.60,"SAT",3,3,4744.00,503.00,2344.00,53.00,7279.00,28074.00,37.00,2.00,1403.00,607.00,593.00,0.00,12277.00,33.00,"Range-34",3782,0.2028,393,0.2187,2225,0.0508,18,0.0000,5181,0.0000,35410,-0.26,43,0.0000,6,0.0000,1596,-0.1376,537,0.1153,503,0.1518,0,0.0000,12715,-0.0357,34,-0.0303
"09/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62063.00,0.00,19.70,12.50,15.82,86.75,0.60,"SAT",3,3,4736.00,500.00,2351.00,51.00,7194.00,32277.00,42.00,12.00,1558.00,604.00,697.00,0.00,12014.00,27.00,"Range-34",3782,0.2014,393,0.2140,2225,0.0536,18,0.0000,5181,0.0000,35410,-0.10,43,0.0000,6,0.0000,1596,-0.0244,537,0.1109,503,0.2783,0,0.0000,12715,-0.0583,34,-0.2593
