data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage,cbmaker,combos,sfiha,kit1,kit2,snack,pastas,dishes,promotion,savory,salads,range,dessert1,desserte,pizzas1,pizzase,beverage1,beveragee,cbmaker1,cbmakere,combos1,combose,sfiha1,sfihae,kit11,kit1e,kit21,kit2e,snack1,snacke,pastas1,pastase,dishes1,dishese,promotion1,promotione,savory1,savorye,salads1,saladse
"01/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,45672.00,0.00,30.60,20.90,24.70,80.25,6.90,"TUR",1,2,2481.00,221.00,1597.00,0.00,1084.00,27840.00,10.00,1.00,1018.00,435.00,472.00,58.00,10407.00,48.00,"Range-16",2360,0.0488,353,-0.5973,1529,0.0426,9,0.0000,2133,0.0000,23160,0.17,22,0.0000,4,0.0000,778,0.2358,365,0.1609,352,0.2542,1172,0.0000,9111,0.1245,28,0.4167
"07/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,45304.00,2.20,30.00,21.30,23.94,84.25,5.10,"WED",1,2,2469.00,177.00,1449.00,0.00,1157.00,27917.00,23.00,4.00,860.00,406.00,446.00,481.00,9876.00,39.00,"Range-16",2360,0.0441,353,-0.9944,1529,-0.0552,9,0.0000,2133,0.0000,23160,0.17,22,0.0000,4,0.0000,778,0.0953,365,0.1010,352,0.2108,1172,0.0000,9111,0.0775,28,0.2821
"08/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,52188.00,0.00,23.80,20.20,21.44,86.50,0.00,"TUR",1,2,2676.00,213.00,1533.00,0.00,1448.00,33252.00,25.00,1.00,858.00,465.00,498.00,637.00,10539.00,43.00,"Range-18",2360,0.1181,353,-0.6573,1529,0.0026,9,0.0000,2133,0.0000,23160,0.30,22,0.0000,4,0.0000,778,0.0932,365,0.2151,352,0.2932,1172,0.0000,9111,0.1355,28,0.3488
"06/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,44295.00,22.10,29.80,20.70,24.34,81.00,6.30,"TUE",1,2,2392.00,175.00,1444.00,0.00,1065.00,27564.00,11.00,7.00,779.00,443.00,381.00,439.00,9559.00,36.00,"Range-15",2360,0.0134,353,-1.0171,1529,-0.0589,9,0.0000,2133,0.0000,23160,0.16,22,0.0000,4,0.0000,778,0.0013,365,0.1761,352,0.0761,1172,0.0000,9111,0.0469,28,0.2222
"05/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36101.00,6.40,31.20,20.40,24.44,77.50,8.50,"MON",1,2,1882.00,139.00,1231.00,1.00,934.00,21907.00,7.00,0.00,643.00,409.00,356.00,402.00,8158.00,32.00,"Range-11",2360,-0.2540,353,-1.5396,1529,-0.2421,9,0.0000,2133,0.0000,23160,-0.06,22,0.0000,4,0.0000,778,-0.2100,365,0.1076,352,0.0112,1172,0.0000,9111,-0.1168,28,0.1250
"12/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,38299.00,0.00,31.20,20.40,24.64,76.75,8.30,"MON",1,2,2088.00,134.00,1336.00,0.00,1132.00,23379.00,14.00,3.00,849.00,343.00,349.00,544.00,8097.00,31.00,"Range-13",2360,-0.1303,353,-1.6343,1529,-0.1445,9,0.0000,2133,0.0000,23160,0.01,22,0.0000,4,0.0000,778,0.0836,365,-0.0641,352,-0.0086,1172,0.0000,9111,-0.1252,28,0.0968
"13/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,35624.00,42.80,29.30,20.30,23.76,81.50,4.80,"TUE",1,2,1890.00,134.00,1177.00,0.00,1025.00,21713.00,8.00,7.00,596.00,360.00,322.00,458.00,7905.00,29.00,"Range-11",2360,-0.2487,353,-1.6343,1529,-0.2991,9,0.0000,2133,0.0000,23160,-0.07,22,0.0000,4,0.0000,778,-0.3054,365,-0.0139,352,-0.0932,1172,0.0000,9111,-0.1526,28,0.0345
"14/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,43806.00,0.00,33.60,21.60,25.34,72.50,8.90,"WED",1,2,2389.00,179.00,1525.00,0.00,1291.00,27659.00,27.00,10.00,794.00,398.00,395.00,657.00,8433.00,49.00,"Range-15",2360,0.0121,353,-0.9721,1529,-0.0026,9,0.0000,2133,0.0000,23160,0.16,22,0.0000,4,0.0000,778,0.0202,365,0.0829,352,0.1089,1172,0.0000,9111,-0.0804,28,0.4286
"20/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,56313.00,0.00,31.00,19.50,23.74,79.25,2.10,"TUE",1,2,2653.00,1145.00,1794.00,0.00,1281.00,31524.00,37.00,6.00,741.00,360.00,451.00,5967.00,10317.00,37.00,"Range-17",2360,0.1104,353,0.6917,1529,0.1477,9,0.0000,2133,0.0000,23160,0.27,22,0.0000,4,0.0000,778,-0.0499,365,-0.0139,352,0.2195,1172,0.0000,9111,0.1169,28,0.2432
"19/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,40776.00,0.00,31.90,21.40,25.66,78.75,6.40,"MON",1,2,2231.00,892.00,1346.00,0.00,884.00,22030.00,31.00,6.00,617.00,339.00,378.00,4487.00,7492.00,43.00,"Range-14",2360,-0.0578,353,0.6043,1529,-0.1360,9,0.0000,2133,0.0000,23160,-0.05,22,0.0000,4,0.0000,778,-0.2609,365,-0.0767,352,0.0688,1172,0.0000,9111,-0.2161,28,0.3488
