data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage,cbmaker,combos,sfiha,kit1,kit2,snack,pastas,dishes,promotion,savory,salads,range,dessert1,desserte,pizzas1,pizzase,beverage1,beveragee,cbmaker1,cbmakere,combos1,combose,sfiha1,sfihae,kit11,kit1e,kit21,kit2e,snack1,snacke,pastas1,pastase,dishes1,dishese,promotion1,promotione,savory1,savorye,salads1,saladse
"09/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,45909.00,9.70,25.50,18.30,21.16,83.00,0.00,"TUE",1,3,1938.00,157.00,1153.00,0.00,479.00,31772.00,12.00,3.00,948.00,356.00,165.00,0.00,8893.00,33.00,"Range-12",2281,-0.1770,190,-0.2102,1497,-0.2984,6,**********,2037,0.0000,26600,0.16,21,0.0000,4,0.0000,892,0.0591,399,-0.1208,328,-0.9879,0,0.0000,10102,-0.1359,32,0.0303
"10/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,49405.00,0.80,29.00,19.00,22.84,78.75,5.30,"WED",1,3,1972.00,163.00,1270.00,0.00,515.00,34514.00,13.00,0.00,959.00,373.00,133.00,0.00,9442.00,51.00,"Range-12",2281,-0.1567,190,-0.1656,1497,-0.1787,6,0.0000,2037,0.0000,28053,0.19,21,0.0000,4,0.0000,892,0.0699,399,-0.0697,328,-1.4662,0,0.0000,10102,-0.0699,32,0.3725
"11/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,50214.00,18.50,30.20,20.00,23.68,72.50,3.70,"TUR",1,3,2065.00,200.00,1446.00,0.00,521.00,34451.00,8.00,6.00,1103.00,403.00,154.00,0.00,9821.00,36.00,"Range-13",2281,-0.1046,190,0.0500,1497,-0.0353,6,0.0000,2037,0.0000,30128,0.13,21,0.0000,4,0.0000,892,0.1913,399,0.0099,328,-1.1299,0,0.0000,10102,-0.0286,32,0.1111
"04/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,44148.00,12.10,28.50,19.70,22.80,52.25,11.20,"TUR",1,3,1616.00,178.00,1265.00,0.00,506.00,29874.00,17.00,3.00,929.00,463.00,198.00,0.00,9053.00,46.00,"Range-09",2281,-0.4115,190,-0.0674,1497,-0.1834,6,0.0000,2037,0.0000,29505,0.01,21,0.0000,4,0.0000,892,0.0398,399,0.1382,328,-0.6566,0,0.0000,10102,-0.1159,32,0.3043
"02/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46017.00,0.00,28.10,21.60,23.94,78.50,5.00,"TUE",1,3,1851.00,218.00,1357.00,0.00,550.00,29862.00,16.00,2.00,1124.00,575.00,282.00,0.00,10137.00,43.00,"Range-11",2281,-0.2323,190,0.1284,1497,-0.1032,6,0.0000,2037,0.0000,33449,-0.12,21,0.0000,4,0.0000,892,0.2064,399,0.3061,328,-0.1631,0,0.0000,10102,0.0035,32,0.2558
"03/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,50761.00,2.20,25.90,19.80,21.50,87.50,1.30,"WED",1,3,2325.00,200.00,1367.00,0.00,516.00,33616.00,15.00,0.00,1041.00,556.00,235.00,0.00,10845.00,45.00,"Range-15",2281,0.0189,190,0.0500,1497,-0.0951,6,0.0000,2037,0.0000,29713,0.12,21,0.0000,4,0.0000,892,0.1431,399,0.2824,328,-0.3957,0,0.0000,10102,0.0685,32,0.2889
"01/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,55797.00,26.00,29.20,19.30,24.36,72.75,10.10,"MON",1,3,2394.00,541.00,1782.00,0.00,733.00,37479.00,10.00,0.00,1388.00,494.00,189.00,0.00,10765.00,22.00,"Range-15",2281,0.0472,190,0.6488,1497,0.1599,6,0.0000,2037,0.0000,28675,0.23,21,0.0000,4,0.0000,892,0.3573,399,0.1923,328,-0.7354,0,0.0000,10102,0.0616,32,-0.4545
"08/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53409.00,34.20,21.40,16.40,18.76,93.25,0.00,"MON",1,3,2131.00,197.00,1595.00,0.00,597.00,36847.00,24.00,4.00,1137.00,461.00,179.00,0.00,10197.00,40.00,"Range-13",2281,-0.0704,190,0.0355,1497,0.0614,6,0.0000,2037,0.0000,22656,0.39,21,0.0000,4,0.0000,892,0.2155,399,0.1345,328,-0.8324,0,0.0000,10102,0.0093,32,0.2000
"15/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,45894.00,6.00,29.80,19.80,25.16,68.00,4.40,"MON",1,3,1929.00,230.00,1399.00,0.00,476.00,30960.00,9.00,1.00,1052.00,410.00,172.00,0.00,9211.00,45.00,"Range-12",2281,-0.1825,190,0.1739,1497,-0.0701,6,0.0000,2037,0.0000,29713,0.04,21,0.0000,4,0.0000,892,0.1521,399,0.0268,328,-0.9070,0,0.0000,10102,-0.0967,32,0.2889
"18/01/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53269.00,0.00,31.60,22.30,27.12,78.00,4.90,"TUR",1,3,2155.00,189.00,1630.00,0.00,597.00,36885.00,17.00,2.00,1229.00,455.00,179.00,0.00,9887.00,44.00,"Range-13",2281,-0.0585,190,-0.0053,1497,0.0816,6,0.0000,2037,0.0000,34902,0.05,21,0.0000,4,0.0000,892,0.2742,399,0.1231,328,-0.8324,0,0.0000,10102,-0.0217,32,0.2727
