data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage,cbmaker,combos,sfiha,kit1,kit2,snack,pastas,dishes,promotion,savory,salads,range,dessert1,desserte,pizzas1,pizzase,beverage1,beveragee,cbmaker1,cbmakere,combos1,combose,sfiha1,sfihae,kit11,kit1e,kit21,kit2e,snack1,snacke,pastas1,pastase,dishes1,dishese,promotion1,promotione,savory1,savorye,salads1,saladse
"02/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,55679.00,0.00,27.80,18.60,22.36,71.00,4.30,"FRI",3,1,2944.00,374.00,2221.00,0.00,3112.00,30660.00,34.00,2.00,1745.00,505.00,647.00,0.00,13393.00,42.00,"Range-20",3553,-0.2069,550,-0.4706,2194,0.0122,27,0.0000,4397,0.0000,31717,-0.03,36,0.0000,5,0.0000,1621,0.0711,546,-0.0812,614,0.0510,0,0.0000,13161,0.0173,44,-0.0476
"03/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64654.00,0.00,25.90,18.10,20.86,72.75,7.40,"SAT",3,1,3346.00,472.00,2323.00,0.00,3920.00,36622.00,55.00,1.00,1874.00,660.00,752.00,0.00,14577.00,52.00,"Range-23",3553,-0.0619,550,-0.1653,2194,0.0555,27,0.0000,4397,0.0000,31717,0.13,36,0.0000,5,0.0000,1621,0.1350,546,0.1727,614,0.1835,0,0.0000,13161,0.0971,44,0.1538
"09/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62127.00,1.40,32.80,19.30,26.18,53.50,8.30,"FRI",3,1,3267.00,400.00,2387.00,0.00,3504.00,34491.00,31.00,5.00,1895.00,620.00,697.00,0.00,14793.00,37.00,"Range-22",3553,-0.0875,550,-0.3750,2194,0.0809,27,0.0000,4397,0.0000,31717,0.08,36,0.0000,5,0.0000,1621,0.1446,546,0.1194,614,0.1191,0,0.0000,13161,0.1103,44,-0.1892
"10/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58473.00,0.00,30.00,20.30,24.02,73.50,5.10,"SAT",3,1,2923.00,425.00,2222.00,0.00,3547.00,32082.00,48.00,4.00,1803.00,629.00,697.00,0.00,14048.00,45.00,"Range-20",3553,-0.2155,550,-0.2941,2194,0.0126,27,0.0000,4397,0.0000,31717,0.01,36,0.0000,5,0.0000,1621,0.1009,546,0.1320,614,0.1191,0,0.0000,13161,0.0631,44,0.0222
"16/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53572.00,0.20,24.50,17.10,19.84,81.75,1.50,"FRI",3,1,3208.00,352.00,2081.00,0.00,3205.00,28101.00,29.00,3.00,1652.00,580.00,666.00,0.00,13645.00,50.00,"Range-22",3553,-0.1075,550,-0.5625,2194,-0.0543,27,0.0000,4397,0.0000,31717,-0.13,36,0.0000,5,0.0000,1621,0.0188,546,0.0586,614,0.0781,0,0.0000,13161,0.0355,44,0.1200
"17/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64057.00,0.00,27.00,17.90,21.42,78.75,4.70,"SAT",3,1,3211.00,385.00,2308.00,0.00,4094.00,35898.00,28.00,1.00,1849.00,646.00,759.00,0.00,14813.00,65.00,"Range-22",3553,-0.1065,550,-0.4286,2194,0.0494,27,0.0000,4397,0.0000,31717,0.12,36,0.0000,5,0.0000,1621,0.1233,546,0.1548,614,0.1910,0,0.0000,13161,0.1115,44,0.3231
"24/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64211.00,0.00,27.50,17.80,22.08,70.00,10.30,"SAT",3,1,3282.00,432.00,2234.00,0.00,3845.00,35360.00,55.00,3.00,1931.00,747.00,720.00,0.00,15547.00,55.00,"Range-22",3553,-0.0826,550,-0.2731,2194,0.0179,27,0.0000,4397,0.0000,31717,0.10,36,0.0000,5,0.0000,1621,0.1605,546,0.2691,614,0.1472,0,0.0000,13161,0.1535,44,0.2000
"23/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,52470.00,9.00,27.30,19.30,22.20,79.00,7.80,"FRI",3,1,2722.00,382.00,2089.00,0.00,3044.00,28378.00,30.00,3.00,1657.00,572.00,663.00,0.00,12879.00,51.00,"Range-18",3553,-0.3053,550,-0.4398,2194,-0.0503,27,0.0000,4397,0.0000,31717,-0.12,36,0.0000,5,0.0000,1621,0.0217,546,0.0455,614,0.0739,0,0.0000,13161,-0.0219,44,0.1373
"06/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,72289.00,0.00,26.60,15.30,20.00,57.00,5.50,"FRI",3,1,5470.00,701.00,2552.00,52.00,7503.00,37739.00,21.00,12.00,1431.00,470.00,561.00,0.00,15736.00,41.00,"Range-39",3553,0.3505,550,0.2154,2194,0.1403,27,0.0000,4397,0.0000,31717,0.16,36,0.0000,5,0.0000,1621,-0.1328,546,-0.1617,614,-0.0945,0,0.0000,13161,0.1636,44,-0.0732
"07/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,55398.00,0.00,25.20,14.00,19.50,54.25,7.60,"SAT",3,1,3884.00,685.00,2099.00,78.00,5785.00,29087.00,18.00,13.00,1487.00,567.00,601.00,0.00,11055.00,39.00,"Range-27",3553,0.0852,550,0.1971,2194,-0.0453,27,0.0000,4397,0.0000,31717,-0.09,36,0.0000,5,0.0000,1621,-0.0901,546,0.0370,614,-0.0216,0,0.0000,13161,-0.1905,44,-0.1282
"13/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53519.00,0.00,23.60,9.10,15.74,61.50,7.90,"FRI",3,1,3880.00,759.00,1997.00,26.00,4371.00,28368.00,39.00,4.00,1195.00,460.00,476.00,0.00,11914.00,30.00,"Range-27",3553,0.0843,550,0.2754,2194,-0.0986,27,0.0000,4397,0.0000,31717,-0.12,36,0.0000,5,0.0000,1621,-0.3565,546,-0.1870,614,-0.2899,0,0.0000,13161,-0.1047,44,-0.4667
"14/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57393.00,0.00,26.40,11.00,18.64,53.75,8.30,"SAT",3,1,3737.00,812.00,2147.00,83.00,5287.00,30690.00,50.00,8.00,1326.00,494.00,496.00,0.00,12222.00,41.00,"Range-26",3553,0.0492,550,0.3227,2194,-0.0219,27,0.0000,4397,0.0000,31717,-0.03,36,0.0000,5,0.0000,1621,-0.2225,546,-0.1053,614,-0.2379,0,0.0000,13161,-0.0768,44,-0.0732
"21/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58578.00,0.00,28.10,15.70,19.68,72.50,5.30,"SAT",3,1,3967.00,724.00,2384.00,98.00,5548.00,30835.00,41.00,5.00,1657.00,519.00,585.00,0.00,12179.00,36.00,"Range-28",3553,0.1044,550,0.2403,2194,0.0797,27,0.0000,4397,0.0000,31717,-0.03,36,0.0000,5,0.0000,1621,0.0217,546,-0.0520,614,-0.0496,0,0.0000,13161,-0.0806,44,-0.2222
